id,movie,author,metascore,review
7323,the-canyons-movie,Lou Lumenick,0,"Paul Schrader’s The Canyons is not the worst movie of 2013 — it's marginally better than ""InAPPpropriate Comedy"" and ""Scary Movie 5,"" two even worse bombs that Lindsay Lohan also lent her rapidly diminishing talents to — but it is surely the most boring I’ve seen."
7324,annihilation-movie,Jake Coyle,75,"Rarely has a film conjured such a thick atmosphere of dread and wonder as “Annihilation,” a movie that unfolds, grippingly, as an existential mystery."
7325,mr-magoriums-wonder-emporium-movie,Laura Repstad,25,"For a movie built around a brightly-colored, magical toy store, Mr. Magorium's Wonder Emporium is surprisingly forgettable. In fact, it's most wondrous feat is just how it manages to waste good actors and fine performances."
7326,the-matrix-movie,Rod Dreher,75,"It's like animation come to three-dimensional life, and f/x addicts as well as sci-fi fans will not want to miss a split-second."
7327,rush-movie,Kevin Jagernauth,83,"Rush is a pretty thrilling piece of pop entertainment. It's excitingly assembled and moves like a bullet, highly engaging and nerve-wracking when it needs to be and light on its feet elsewhere."
7328,all-about-steve-movie,Ty Burr,0,"Easily the worst movie of the week, month, year, and Bullock’s entire career. It is to comedy what leprosy once was to the island of Molokai: a plague best contemplated from many miles away."
7329,the-honeymooners-movie,Chris Kaltenbach,38,"At least The Honeymooners is not one of those remakes that looks bad compared to the original. It's just bad, period."
7330,black-hawk-down-movie,James Berardinelli,88,"One hell of a ride. For better or for worse, it will leave you stunned and reeling."
7331,forgetting-sarah-marshall-movie,Carina Chocano,70,"The movie's big revelation, though, is Brand's Aldous, whose idiot-Lothario exterior masks a frank, accidentally wise and Yoda-like interior, and whom we grow to like more and more despite getting to better know him and his faults. The same can be said about the movie."
7332,young-adam-movie,Lawrence Toppman,63,"All the actors give performances so low-key they're almost minimalist. That works, except when we're supposed to believe every woman would throw herself at the closed-off Joe. "
7333,x-men-first-class-movie,Todd McCarthy,80,"Audacious, confident and fueled by youthful energy."
7334,no-escape-movie,Jake Cole,0,The only way that this film could be any more racist is if the Dwyer family holed up with Lillian Gish and waited for the Klan to save them.
7335,marina-abramovic-the-artist-is-present-movie,Kenneth Turan,90,"""It is extremely difficult to be like a mountain, to create stillness in the middle of hell,"" is how Abramovic describes her task. The most resonant part of this surprisingly emotional film demonstrates how powerful this interaction is, how it expresses something that is no less moving for being, literally, beyond words."
7336,alex-cross-movie,Chris Cabin,12,"Expositional and often self-serious to the point of genuine awkwardness, the dialogue is never as haltingly unconvincing as when it's attempting to give some approximation of Alex Cross's essential looseness and good humor."
7337,alex-emma-movie,Lawrence Toppman,38,"Wilson brings low-wattage amiability to his part, as always. Hudson's mismatched with him but tries to set him afire."
7338,action-point-movie,Peter Travers,25,A few primo bits sneak through.... But mostly we’re watching the bawdy life being drained out of a once subversive franchise. Action Point is the first Jackass-related movie to play it safe. Now that is truly painful.
7339,pay-it-forward-movie,Dennis Lim,0,An overflowing septic tank of chicken-soupy sanctimony that proceeds from casually offensive hypocrisy to wretchedly inapt religiosity.
7340,blade-runner-2049-movie,Jordan Farley,100,An exquisitely crafted sequel that stands shoulder to shoulder with one of the greatest films ever made. Everyone involved is operating at the height of their powers.
7341,natural-born-killers-movie,Marjorie Baumgarten,78,"Berserk from the outset, Natural Born Killers lunges for our collective viscera in its opening sequence (surely one of the most brilliant establishing sequences of all time) and never lets go for the next two hours."
7342,the-invisible-woman-movie,Todd McCarthy,100,"A career high point for Ralph Fiennes as both an actor and director, this unfussy and emotionally penetrating work also provides lead actress Felicity Jones with the prime role in which she abundantly fulfills the promise suggested in some of her earlier small films."
7343,hollow-man-movie,Kenneth Turan,10,"Despite a wealth of special effects...this movie is surprisingly inert, more dull than anything else, with little to recommend it on any level."
7344,the-only-living-boy-in-new-york-movie,Glenn Whipp,10,"""Only Living Boy"" fails to convince as a character study, romance or love letter to the CBGB-era New York City. It drops a plot bombshell close to the end of its 88-minute running time, but the filmmakers haven’t laid the track to make it plausible."
7345,twenty-feet-from-stardom-movie,Peter Rainer,100,"I have rarely seen a movie that better expressed the revivifying nature of music. (Many of the women, not surprisingly, grew up singing gospel in church choirs and had preachers for parents.)"
7346,together-2001-movie,Peter Rainer,90,Moodysson captures exactly the preening narcissism and gumption of these frazzled would-be revolutionaries trying to wriggle out of their bourgeois straitjackets.
7347,x-men-days-of-future-past-movie,Peter Rainer,83,"I couldn’t follow many of the ins and outs of the time-travel scenario, and I’m not altogether sure that the filmmakers could, either. It doesn’t really matter. It’s enough that the movie is fun. We shouldn’t also expect it to make sense."
7348,book-of-shadows-blair-witch-2-movie,Wesley Morris,12,Cult shocker has been turned into throwaway megaplex fodder.
7349,the-astronaut-farmer-movie,Scott Foundas,80,"This is gloriously self-aware hokum, a fantasy movie that is, above all, about our need for fantasy and escapism -- and even our need for movies like  The Astronaut Farmer  -- to help us combat the depression and disappointments of the everyday."
7350,wonder-woman-movie,Andrew Barker,80,"Wonder Woman is the first major studio superhero film directed by a woman, and it shows in a number of subtle, yet important ways."
7351,beasts-of-the-southern-wild-movie,Bill Goodykoontz,90,"A mixture of magical realism, Southern gothic, coming-of-age movie, star turn for first-timers, disaster story and out-and-out strangeness. It's unlike any film you've seen."
7352,42-movie,Owen Gleiberman,83,"Helgeland works in what I think of as a conservative — or maybe it's just really, really basic — neoclassical Hollywood style, spelling everything out, letting the story unfold in a plainspoken and deliberate fashion, with a big, wide, open pictorial camera eye. It's like the latter-day Clint Eastwood style, applied to material that's as traditional as can be."
7353,saving-silverman-movie,Peter Travers,10,"Peet is always worth watching, but the role does her no favors, and the script, involving a kidnapping and a surprise cameo by Neil Diamond - you heard me - smacks of desperation beyond saving."
7354,the-heartbreak-kid-movie,Jonathan Rosenbaum,0,"The ethnic humor that gave May's movie its charge is replaced by crass mean-spiritedness. If I were in movie hell, I'd rather see ""Good Luck Chuck"" again than return to this atrocity."
7355,slumdog-millionaire-movie,Joe Morgenstern,100,Slumdog Millionaire is the film world's first globalized masterpiece.
7356,the-cruise-movie,Kevin Thomas,100,The Cruise validates beautifully a life that is its own validation.
7357,the-dark-tower-movie,Richard Roeper,25,"The cinematography has a washed-out, dull tone. The special effects are mediocre. With a few exceptions, the dialogue is stilted and filled with expository passages so obviously intended to explain things to us, I half-expected characters to turn to the camera and say, “Here’s what you need to know so you can understand what’s happening.”"
7358,the-untold-story-of-emmett-louis-till-movie,Carrie Rickey,75,"The heroine of this story is the eloquent Mamie Till-Mobley, Emmett's mother, who recalls her fight to have an open-casket funeral for her son."
7359,lean-on-pete-movie,Richard Roeper,100,"As the film takes deeper and darker turns, it also becomes something special, something unflinchingly honest, something that will punch you in the gut AND touch your heart."
7360,spiral-2002-movie,Edward Crouse,70,"With playful, compelling gore having slowed to a near trickle stateside, Uzumaki demands attention."
7361,dragonslayer-1981-movie,Roger Ebert,75,"The scenes involving the dragon are first-rate. The beast is one of the meanest, ugliest, most reprehensible creatures I've ever seen in a film, and when it breathes flames it looks like it's really breathing flames."
7362,bronson-movie,Joshua Rothkopf,80,"Refn has somehow found his way to an authentic English hard-man drama, anchored in a dynamite performance, even as it celebrates thug life."
7363,jawbreaker-movie,Nathan Rabin,20,"A nasty black comedy whose relentlessly glossy exterior recalls both Araki and John Waters without the wit or smarts of either...As a black comedy, Jawbreaker has one major flaw: It's not funny."
7364,charlie-wilsons-war-movie,Michael Sragow,83,Philip Seymour Hoffman steals the movie.
7365,7-chinese-brothers-movie,John DeFore,70,"Byington's two-chuckle-a-minute script is mostly interested in Larry's constant, evasive patter, which continues whether the target of his words appears to care what he's saying or not."
7366,let-it-ride-movie,Stephen Holden,10,"The movie is so witless and confused in tone that its seedy racetrack clientele only emerge as dim, inarticulate cartoons."
7367,hobo-with-a-shotgun-movie,Noel Murray,75,"It's a hyper-violent, self-conscious throwback, with the sickly plastic aroma of a tape that's been gathering dust in the corner of a video store since 1984."
7368,sex-and-lucia-movie,Marta Barber,75,"Medem may have disrobed most of the cast, leaving their bodies exposed, but the plot remains as guarded as a virgin with a chastity belt. That's why Sex and Lucía is so alluring."
7369,donnie-darko-the-directors-cut-movie,Gregory Weinkauf,100,"In this bolder, longer new cut, characters are allowed to finish scenes previously left as DVD extras, effects are creepier, and the theories of ""the Tangent Universe"" are explored in greater depth. Friends and neighbors, this is a Great American Movie."
7370,jefferson-in-paris-movie,Hal Hinson,30,"So what exactly is the point? Does Jefferson's treatment of Sally Hemings establish his racism or his instinctive color-blindness? Unfortunately, the picture is so unfocused and tumbles so rapidly from one event to another that it's difficult to tell."
7371,the-story-of-us-movie,David Sterritt,25,"Audiences may want their own speedy divorce from this irritating collection of stale jokes, pointless vulgarities, and warmed-over clichés."
7372,simply-irresistible-movie,Paul Malcolm,20,"A betrayal of all things Buffy, not to mention a complete waste of Gellar’s strengths as a young actress. Even the most hardcore of her fans would do well to give it a miss."
7373,bad-education-movie,David Denby,90,"Complex and devious beyond easy recounting, Bad Education is about the fallout from the ending of a ""pure"" love between boys, consecrated in an Almodóvaran temple--a movie theatre."
7374,nobel-son-movie,Nathan Rabin,16,"Nobel Son sadistically resurrects the Tarantino knockoff--an unloved, foul-mouthed little bastard of a subgenre that should now go away forever."
7375,jupiter-ascending-movie,Alonso Duralde,85,Who cares if the story is occasionally impenetrable or if some gags land with a thud when the thrills and the eye candy keep coming at such a breathless pace? Jupiter Ascending doesn’t break the new ground that the Wachowskis have managed in the past...but the film never slacks in its efforts to wow us.
7376,orlando-movie,Rita Kempley,80,"Swinton is elegantly comic, but also strangely cartoonish.... A funny and forthright screen presence, she is the foil for the stately pace and the opulent sets -- the most ravishing since ""Bram Stoker's Dracula."" There is only one conclusion: Potter, the little smarty-pants, is pulling our cross-gartered gams. She's having us on with this spoof of the prissy masterpiece theatricality."
7377,adult-world-movie,Gary Goldstein,80,"Brimming with sharp asides and clever throwaways...plus astute observations on literary pretension and misguided youth, Adult World is a winner."
7378,uncovered-the-whole-truth-about-the-iraq-war-movie,V.A. Musetto,25,"Greenwald does nothing with the interviews, basically just posting them, one after the other, with the hope that viewers will do his job for him. The result is one-sided and bone-dry. "
7379,buybust-movie,Katie Walsh,70,"In the cynical worldview of BuyBust, there’s no escaping this crushing cycle of killing and corruption. That real-life message makes this wild action film more powerful, but the violence is a hard pill to swallow."
7380,jimmy-p-movie,Kyle Smith,25,"Del Toro overdoes the anguish to the point of looking like he’s playing advanced constipation, and the film, by France’s Arnaud Desplechin, gets stuck in an endless series of therapy scenes built around cheesy re-enactments of Jimmy P’s dreams."
7381,the-lone-ranger-movie,Ann Hornaday,25,"This mishmash of styles, genres and tonal shifts makes for a dizzying pastiche best described in terms of the many movies it references throughout its nearly 2 1/2-hour running time, from “Little Big Man,” Buster Keaton’s “The General” and the Monument Valley-set canon of John Ford to “Dead Man,” “Rango” and “Pirates of the Caribbean.”"
7382,love-simon-movie,Sheila O'Malley,88,"Director Greg Berlanti, who has helmed a string of hit television shows as producer and writer, uses the familiar teenage romance genre to tell an LGBTQ story, and in so doing makes these tropes feel fresh, fun, entertaining. "
7383,land-of-the-lost-movie,Joe Morgenstern,0,"This dramatically, thematically and artistically bankrupt comic fantasy cost something in the neighborhood of $100 million to make and isn't worth the celluloid it's printed on."
7384,inside-job-movie,Ann Hornaday,88,"If you think you've absorbed all you could about subprime mortgages, credit default swaps and the arcana of elaborate derivatives, think again. Inside Job traces the history of the crisis and its implications with exceptional lucidity, rigor and righteous indignation."
7385,the-manchurian-candidate-movie,Dana Stevens,90,"A political thriller that manages to be at once silly and clever, buoyantly satirical and sneakily disturbing, but he (Demme) has recovered some of the lightness and sureness of touch that had faded from his movies after ""The Silence of the Lambs."""
7386,tokyo-godfathers-movie,Carla Meyer,75,Gorgeous animated film. 
7387,the-hobbit-the-desolation-of-smaug-movie,Colette Bancroft,75,Never mind the dwarves and elves and wizards — maybe even the hobbit. The star of The Hobbit: The Desolation of Smaug is the dragon.
7388,the-snowman-movie,Manohla Dargis,10,"A leaden, clotted, exasperating mess."
7389,dungeons-dragons-movie,Marc Savlov,0,"This dragon, sadly, is DOA."
7390,the-big-sick-movie,Gary Thompson,88,"The Big Sick is romantic and funny, but the movie is way too sprawling and ambitious to be contained by the words romantic comedy."
7391,superman-movie,Judith Martin,80,"it's the simple, earth-bound quality of the film that makes this comic-book fantasy soar."
7392,gi-joe-retaliation-movie,Steve Persall,25,"This movie never realizes how ridiculous anything it does truly is, right up to the last-second promise of another sequel."
7393,secretary-movie,Michael Wilmington,38,"Though I would agree it's original -- it's the first aboveground romance movie I've seen in which the heroine is repeatedly spanked, verbally tormented and tied to a chair by her lover--- it's not an experience I much enjoyed."
7394,abcs-of-death-2-movie,Rob Staeger,70,"Overall, it's a strong sampler, with surprising variety."
7395,if-i-stay-movie,Jon Frosch,30,"Stacy Keach provides a bit of relief from all the oppressive earnestness in his brief appearance as Mia’s grandfather, evoking a depth of feeling otherwise missing here."
7396,secret-in-their-eyes-movie,Eric Henderson,38,"Billy Ray unfurls the parallel time structure with the same flat, procedural monotony applied by Juan José Campanella to the original film."
7397,a-perfect-world-movie,Edward Guthmann,75,"Costner and Lowther are a winning pair, and Eastwood, an elegant director, takes his time telling the story, seasoning it with frequent humor and avoiding the logistics of the manhunt. [24 Nov 1993, p.E1]"
7398,standing-ovation-movie,Pete Hammond,20,"This is the kind of movie where the audience of extras orgasmically react after every song as if they were at a Bruce Springsteen concert instead of watching a bunch of kids who wouldn't make the cut in a junior high production of ""Bye Bye Birdie."""
7399,the-door-in-the-floor-movie,Jonathan Rosenbaum,70,By the end the story is more satisfying than you might expect.
7400,something-in-the-air-movie,A.A. Dowd ,83,"Because of its autobiographical slant, Something In The Air has been compared to Assayas’ 1994 breakthrough, ""Cold Water,"" which gazed upon roughly the same period of the director’s life. "
7401,may-movie,Dennis Lim,20,The flavor is textbook '90s indie -- self-regarding quirk with an occasional spasm of Solondzian incorrectness. 
7402,below-movie,William Arnold,16,An excruciatingly awful thriller.
7403,swingers-movie,F. X. Feeney,81,"Has such perfect pitch in small matters that, as it builds, it proves no less capable in tackling bigger issues--and what begin as chuckles become deep belly laughs."
7404,max-movie,Kenneth Turan,30,"Just because people are objecting to Max for all the wrong reasons doesn't make it a good film, and it's not. It's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script, unimpressive acting and indifferent direction."
7405,suffragette-movie,Roger Moore,88,"In the best picture of 2015, Carey Mulligan is the stoic, long-suffering sweatshop worker radicalized into action."
7406,evening-movie,Keith Phipps,25,"Evening proves that there are such things as mistakes, by featuring two hours of bad choices and half-executed ideas."
7407,the-long-kiss-goodnight-movie,Peter Travers,75,"Geena Davis and her director and husband, Renny Harlin, recover from their ""Cutthroat Island"" fiasco in grand style, and screenwriter Shane Black (""The Last Boy Scout"") juggles jolts and jokes with a mad fervor that almost earns him his $4 million salary."
7408,extremely-loud-and-incredibly-close-movie,Pete Hammond,90,"It's an emotional powerhouse of a film, an unforgettable and rewarding motion picture experience."
7409,the-two-jakes-movie,Hal Hinson,10,What The Two Jakes makes us long for most is the earlier film.
7410,the-magnificent-seven-2016-movie,Kevin Jagernauth,25,"It would be too easy to say The Magnificent Seven isn’t magnificent. It’s definitely not, but the film has an even more egregious quality: it’s uninspired. There’s no risk, no real attempts to subvert expectations, and no desire to truly give the audience something, if not entirely new, then at least surprising."
7411,sinister-2-movie,Andrew Barker,30,"A retread of such brainless, shameless lameness that it’s hard to imagine anyone begging for another installment."
7412,50-first-dates-movie,Ty Burr,63,"The plot -- it's inspired and ridiculous at the same time -- is best described as ""Groundhog Day"" meets ""Memento."" "
7413,rebel-in-the-rye-movie,Robert Abele,25,"Rebel in the Rye is the most dispiritingly presentational of biopics, on a tight schedule to hit its marks and compartmentalize its subject’s life."
7414,grizzly-man-movie,Scott Foundas,100,"A brilliant portrait of adventure, activism, obsession and potential madness that ranks among helmer Werner Herzog's strongest work."
7415,v-for-vendetta-movie,James Berardinelli,88,"V for Vendetta represents 2006's first memorable motion picture - a visually sumptuous concoction that combines political allegory, bloody action, and a few stunning cinematic moments into a solid piece of entertainment."
7416,the-fall-movie,Marc Savlov,78,The Fall lives and dies on the strength of Pace and Untaru's remarkable performances. It's there that the pulsing heart of this magical-real film beats most true.
7417,the-fighter-movie,Kenneth Turan,90,"The rousing The Fighter tries a number of risky maneuvers and manages to make them pay off in the end. The movie initially feels like more of a near thing than the filmmakers anticipated, but as in boxing it's only the final decision that counts."
7418,fed-up-movie,Marc Mohan,83,"A surprisingly in-depth and confrontational examination into the obesity epidemic among Americans, especially children, over the last 30 years."
7419,crimes-and-misdemeanors-movie,Jonathan Rosenbaum,20,None of the characters or ideas is allowed to develop beyond its cardboard profile.
7420,inside-job-movie,Kyle Smith,25,"Name names, please. Or shut up."
7421,before-the-devil-knows-youre-dead-movie,Glenn Kenny,88,"The action is violent, messy, and threaded through with dark humor. This is a movie for grownups, for sure, but it has a mulish kick that most such pictures consider themselves to tasteful to aspire to."
7422,an-education-movie,Lisa Schwarzbaum,91,"Afterward, you'll want to listen to the Beatles sing ''She's Leaving Home.'' It might be a girl like Jenny the lads had in mind."
7423,the-shawshank-redemption-movie,Elvis Mitchell,90,"There are times when The Shawshank Redemption comes dangerously close to sounding one of those ""triumph of the spirit"" notes. But most of it is eloquently restrained.  [23 Sept 1994, p.C3]"
7424,time-out-movie,Peter Rainer,100,"A hushed, small-scale masterpiece that moves into the shadowlands of tragedy."
7425,i-melt-with-you-movie,Nick Schager,12,"The only thing more narcissistically indulgent than the film's repugnant protagonists is Mark Pellington's iPod-scored, visually flashy, thoroughly hollow directorial celebration of them."
7426,the-girl-cut-in-two-movie,John Anderson,70,"For all its charisma, A Girl Cut in Two lacks a certain depth."
7427,japanese-story-movie,Peter Rainer,90,Tsunashima gives a deft performance in a role that starts out as caricature but becomes full-bodied. Collette commands the screen virtually the entire time. 
7428,i-shot-andy-warhol-movie,Elvis Mitchell,80,The film's greatest directorial success is in finding a thoroughly entertaining way of inviting the audience to share Valerie's point of view.
7429,reprise-movie,Michael Phillips,100,"A kinetic delight, Reprise comes from director Joachim Trier, born in Denmark but raised in Oslo, Norway, and it’s a highlight of the filmgoing year so far."
7430,last-orders-movie,Michael Atkinson,30,"The carload of codgers in Fred Schepisi's Last Orders merely bellyache, philosophize, crack unfunny jokes, and ruminate simplemindedly about Death."
7431,adrift-2018-movie,Rex Reed,100,"It’s a true story, basically a two-hander about a pair of courageous lovers lost at sea, as crushingly hard to imagine as it is to watch, but every element is so perfect that it left me shaking and devastated."
7432,alex-emma-movie,Joe Morgenstern,10,How could a movie with such likable actors be so deeply dislikable? 
7433,the-third-murder-movie,Deborah Young,90,"Though different in feeling from the Japanese writer-director's perceptive family tales like After the Storm, it has the same clarity of thought and precision of image as his very best work."
7434,in-good-company-movie,M. E. Russell,75,"A modest movie full of decent pop songs, three-dimensional humans and sharp observations about the male mind. It's also full of funny little ironies."
7435,grind-movie,Scott Foundas,0,"A crass, condescending piece of corporate bamboozling, Grind plays like a movie conceived by monkey-suited honchos who regard their targeted audience as impressionable nincompoops susceptible to every new trend in sports, clothing and music that comes down the pike."
7436,rocknrolla-movie,Andrea Gronvall,0,Frenetic and self-conscious to the point of tedium.
7437,mickey-blue-eyes-movie,Desson Thomson,30,About as funny as digging your own grave in an unmarked part of New Jersey.
7438,paycheck-movie,Peter Travers,25,"The title of this limp retread of ""Minority Report"" -- both films are based on stories by Philip K. Dick -- presumably refers to the reason the big names involved did this movie."
7439,2-guns-movie,Lawrence Toppman,75,"The director mixes the colors of his palette carefully. He uses (but never overuses) slow-motion, aerial shots, extreme close-ups and quick cuts, avoiding any self-consciously “stylish” display. He varies the pace of scenes and the angle of shots enough to keep the movie flowing, but we never feel we’re watching someone show us how clever he is."
7440,last-orders-movie,Ella Taylor,90,"Superbly adapted by Fred Schepisi from the Booker Prize-winning novel by Graham Swift, Last Orders pays quietly passionate tribute to the unsung working-class generation that fought World War II and survived to take up apparently humdrum lives."
7441,passion-of-mind-movie,Ella Taylor,20,It's hard to imagine a movie at once more pandering and insulting to adult women
7442,the-return-2004-movie,Kenneth Turan,100,"While most films are fortunate if they succeed on any level, The Return works easily on several, making as powerful a mark emotionally as it does visually and even allegorically. Yet the film so catches you up in its compelling story, you're almost not aware of how masterful a piece of cinema you're watching."
7443,neil-young-journeys-movie,Claudia Puig,88,"It certainly stays alive in this spare and intriguing film directed by Jonathan Demme, who has helmed two previous Young concert films."
7444,lullaby-movie,Nick Schager,10,Rarely has the terminal seemed as interminable as it does in Lullaby.
7445,the-boss-baby-movie,John Semley,75,"That the plot is totally stupid is Boss Baby’s saving grace. It’s the rare cartoon that actually feels like a cartoon, propelled by its goofiness and sheer energy and rarely bogged down by boring, polemical lesson-learning."
7446,superman-returns-movie,Kirk Honeycutt,80,"Director Bryan Singer positions this new film as a sequel to Donner's film, and his Superman -- played with winning fortitude by newcomer Brandon Routh -- is less a Man of Steel than a Man of Heart."
7447,summer-catch-movie,Jonathan Foreman,12,Summer Catch is the sludge at the bottom of the barrel.
7448,italian-for-beginners-movie,Steve Simels,30,"None of this is any more fun as it sounds -- the cancer ward scenes are truly disturbing -- but to be fair, writer/director Lone Scherfeg (the first woman to make a Dogme 95 film) manages some black-humored laughs."
7449,virgin-movie,J.R. Jones,80,I was haunted afterward by its seething rage at the malicious paternalism and sexual hypocrisy of fundamentalist Christians.
7450,swiss-army-man-movie,Peter Travers,63,There are times when this mindbending bromance actually achieves a twisted tenderness. There are also times when you'd like to ride Manny's farts to the nearest exit. It's your call.
7451,uncommon-valor-movie,Michael Blowen,0,"With Ted Kotcheff's hackneyed direction and Joe Gayton's cliche-ridden script, this version of ""Missing"" for the soldier of fortune set is one of the most reprehensible exploitation films of the year."
7452,brave-movie,Rene Rodriguez,100,"Brave has a manic, almost daffy energy and sense of humor."
7453,paycheck-movie,Jack Mathews,38,"The story, adapted by Dean Georgaris, doesn't come within a light year of science-fiction plausibility, and after a while Woo gives up trying to sell it and reverts to the action choreography that made him a master of Hong Kong martial-arts movies. "
7454,bad-teacher-movie,J.R. Jones,70,"Diaz, costars Jason Segel and Justin Timberlake, and a sharp supporting cast  manage to deliver a crappy good time, mercifully devoid of any heart-tugging teacher-student subplots."
7455,wild-things-movie,David Denby,30,"Wild Things, which was written by Stephen Peters and directed by John McNaughton, lacks fantasy and flamboyance, that it lacks, precisely, wild things, and that most of it is just flat. "
7456,the-5th-wave-movie,Steve Davis,30,"Given the likely reception to this movie, it’s unlikely there will be a sixth wave anytime soon."
7457,easy-money-movie,Richard Corliss,80,"Well acted and acutely observed, the film doesn't try to be a conventionally satisfying coke-land action film."
7458,stories-we-tell-movie,A.A. Dowd ,91,"Polley’s fledgling foray into documentary filmmaking is also an investigative mystery, a real-life soap opera, and — most compellingly, perhaps — a searching “interrogation” (the director’s word) of the hows and whys of storytelling itself."
7459,2016-obamas-america-movie,Andrew O'Hehir,20,"One could and perhaps should use scare quotes around ""intellectual"" when it comes to someone who would crank out a piece of campaign-season partisan hackwork this crude and sloppy. (By this standard, James Carville looks like Immanuel Kant.) "
7460,barbershop-2-back-in-business-movie,Carla Meyer,75,A warmhearted and surprisingly ambitious sequel.
7461,fist-fight-movie,Peter Debruge,20,A risible excuse for comedy that treats compulsory education as a joke and violence as a reasonable way to solve problems. 
7462,grown-ups-2-movie,Randy Cordova,20,It’s hard to imagine another comedy coming along this year that is this abrasive and free of laughs. It’s like everyone involved intentionally tried to create a horrible movie.
7463,father-figures-movie,Carla Meyer,25,"Wilson and Helms favor Bradshaw in likability. But they are not two hours’ worth of likable, in a film this flawed."
7464,watchmen-movie,Kyle Smith,100,"Director Zack Snyder's cerebral, scintillating follow-up to ""300"" seems, to even a weary filmgoer's eye, as fresh and magnificent in sound and vision as ""2001"" must have seemed in 1968, yet in its eagerness to argue with itself, it resembles ""A Clockwork Orange."""
7465,your-highness-movie,Ty Burr,12,"The most painful movie so far in a year that's already scraping the bottom of the barrel, Your Highness is a tedious, dung-colored misfire that sullies the genre of ""Monty Python and the Holy Grail"" and ""The Princess Bride."""
7466,inside-out-2015-movie,Tasha Robinson,100,"Inside Out has a rich, unpackable story. But like all Pixar’s best films, it’s fleet and accessible, trusting the audience to keep up with an adventure that unfolds at a breakneck pace."
7467,christine-movie,David James,90,"Christine is a fine piece of cinema, not only boasting one of the best performances of the year to date, but also tackling a difficult subject with ample empathy and intelligence."
7468,whitney-movie,Peter Travers,70,"Though Macdonald offers the sight and sound of Whitney in interviews and home movies, she is never heard grappling with the grave issues the film raises. "
7469,wolf-creek-movie,Elizabeth Weitzman,12,Just because Dimension considered Greg McLean's nasty exploitation flick worthy of their time and money doesn't mean it deserves yours.
7470,half-past-dead-movie,Marrit Ingman,0,"“This is just like a video game,” observes rapper-cum-actor Ja Rule, taking aim during one of the myriad firefights that comprise this lunkheaded, vaguely dystopic actioner. Man, is it ever."
7471,jersey-boys-movie,Geoff Pevere,38,"It never reaches the soaring, cloud-busting heights of Frankie Valli’s otherworldly falsetto, and it doesn’t even try."
7472,102-dalmatians-movie,Michael Wilmington,38,How is it possible that actors as expert as Close and Depardieu can wind up together in a mostly brainless big-budget stinker?
7473,win-win-movie,Calvin Wilson,88,It's an original that plays as if it were based on a novel.
7474,the-secret-in-their-eyes-movie,Deborah Young,90,A riveting Argentine thriller spiked with witty dialogue and poignant love stories.
7475,happy-gilmore-movie,Joey O'Bryan,11,"A lame, unoriginal comedy."
7476,samson-movie,Inkoo Kang,10,"The film is just plain bad, with an amateur cast (led by Taylor James), cut-rate special effects, who-cares storylines, and confusing details shoehorned in from the Bible. "
7477,dungeons-dragons-movie,Rita Kempley,10,Stinketh like the breath of a dyspeptic dragon.
7478,left-behind-2014-movie,Michael O'Sullivan,12,The film is amateurish on almost every level.
7479,jason-bourne-movie,Robert Abele,95,"This fourth entry after a nine-year break for Damon and Greengrass should represent, for those ready and able to separate popcorn mayhem from the grim realities of world headlines, a bruising and exhilarating ride."
7480,exodus-gods-and-kings-movie,David Ehrlich,20,"I can’t fault Ridley Scott for wanting to stage a version of this saga, just as I can’t ignore the fact that my dad tells the same tale every spring, but much more engagingly, in half the time and drunk on Manischewitz. "
7481,caesar-must-die-movie,Noel Murray,83,"In Caesar Must Die, the characters are both actor and audience, looking at themselves through the lens of a centuries-old fictionalization of history."
7482,eight-crazy-nights-movie,Marjorie Baumgarten,0,"Certain to be distasteful to children and adults alike, Eight Crazy Nights is a total misfire."
7483,all-about-eve-movie,Able Green,90,"All About Eve has substance in virtually every dramatic and romantic mood, which have been given proper shading and projection by producer Darryl F. Zanuck and Mankiewicz."
7484,pride-prejudice-movie,J.R. Jones,70,"The movie flames to life whenever Donald Sutherland moves into frame as the young ladies' relaxed, humorous, and magnificently rueful father."
7485,dear-frankie-movie,Connie Ogle,75,Dear Frankie is a small movie with a big soul and no easy formula for the happiness of its big-hearted characters.
7486,how-to-train-your-dragon-movie,Claudia Puig,88,Who would have thought a fire-breathing monster could be one of the most adorable on-screen critters since Babe?
7487,beloved-2011-movie,Melissa Anderson,30,A sprawling mess of multiple romantic triangles in which all the angles are obtuse. 
7488,the-accountant-movie,Richard Roeper,88,"Madness abounds in The Accountant, an intense, intricate, darkly amusing and action-infused thriller that doesn’t always add up but who cares, it’s BIG FUN."
7489,the-believer-movie,Steve Davis,78,The film's greatest strength undeniably lies in Gosling's revelatory portrayal of Danny.
7490,gods-and-generals-movie,Carrie Rickey,38,"It may not be the worst war epic ever made - that probably would be ""Battlefield Earth"" -- but it's darn close to being an unqualified disaster of that magnitude."
7491,carandiru-movie,Stephen Holden,80,Exudes a throbbing flesh-and-blood intensity so compelling that it's impossible to avert your eyes. 
7492,grown-ups-2-movie,Mark Jenkins,5,"This movie, like all of Sandler's, insists on its star's likability."
7493,the-kid-movie,Michael O'Sullivan,30,"So rich in processed sugar, canned sentiment and schmaltz, I thought I was going to throw up."
